"Country","Year","FoodCode","FoodName","AgeClass","SourceAgeClass","Gender","Number_of_consumers","Consumers_Mean","Consumers_Median","Consumers_P05__g_day_","Consumers_P90__g_day_","Consumers_P95__g_day_","Consumers_P975__g_day_","Consumers_Standard_deviation__g_day_","Number_of_subjects","Total_Mean","Total_Median","Total_P05__g_day_","Total_P90__g_day_","Total_P95__g_day_","Total_P975__g_day_","Total_Standard_deviation__g_day_","Intake_Unit"
"France","2014","A01LB","Avocados","Adults and Elderly","Elderly","Female","25","0.58","0.49","0.07","-1","1.13","1.26","0.35","211","0.07","0","0","-1","0.56","0.93","0.22","g/kg.bw/day"
"France","2014","A01LB","Avocados","Adults and Elderly","Elderly","Male","13","0.6","0.53","0.28","-1","1.14","1.39","0.37","173","0.05","0","0","-1","0.37","0.7","0.19","g/kg.bw/day"
"France","2014","A01LC","Common banana","Adults and Elderly","Elderly","Female","56","0.7","0.64","0.19","-1","1.51","1.6","0.5","211","0.19","0","0","-1","1.04","1.25","0.4","g/kg.bw/day"
"France","2014","A01LC","Common banana","Adults and Elderly","Elderly","Male","47","0.74","0.49","0.27","-1","2.18","2.38","0.59","173","0.2","0","0","-1","1.11","1.66","0.45","g/kg.bw/day"
"France","2014","A0DQK","Common banana - paradisiaca cultivars","Adults and Elderly","Elderly","Female","1","0.29","0.29","0.29","-1","0.29","0.29","0","211","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A01LF","Mangoes","Adults and Elderly","Elderly","Female","5","1.28","1.19","0.83","-1","1.73","1.75","0.4","211","0.03","0","0","-1","0","0","0.2","g/kg.bw/day"
"France","2014","A01LF","Mangoes","Adults and Elderly","Elderly","Male","2","1.23","1.23","0.93","-1","1.53","1.55","0.47","173","0.01","0","0","-1","0","0","0.14","g/kg.bw/day"
"France","2014","A01HZ","Tamarillos","Adults and Elderly","Elderly","Female","1","0.8","0.8","0.8","-1","0.8","0.8","0","211","0","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2014","A01LG","Papayas","Adults and Elderly","Elderly","Male","1","0.31","0.31","0.31","-1","0.31","0.31","0","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A01LP","Pineapples","Adults and Elderly","Elderly","Female","6","0.53","0.49","0.23","-1","0.91","0.94","0.29","211","0.02","0","0","-1","0","0.25","0.1","g/kg.bw/day"
"France","2014","A01LP","Pineapples","Adults and Elderly","Elderly","Male","1","0.64","0.64","0.64","-1","0.64","0.64","0","173","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A01JT","Kiwi fruits (green, red, yellow)","Adults and Elderly","Elderly","Female","46","0.65","0.58","0.23","-1","1.45","1.63","0.39","211","0.14","0","0","-1","0.8","1.1","0.32","g/kg.bw/day"
"France","2014","A01JT","Kiwi fruits (green, red, yellow)","Adults and Elderly","Elderly","Male","16","0.54","0.55","0.2","-1","0.95","0.96","0.28","173","0.05","0","0","-1","0.5","0.77","0.18","g/kg.bw/day"
"France","2014","A01JV","Litchis","Adults and Elderly","Elderly","Female","1","0.09","0.09","0.09","-1","0.09","0.09","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A013J","Garden peas (dry)","Adults and Elderly","Elderly","Male","2","0.12","0.12","0.04","-1","0.21","0.21","0.13","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A013M","Chickpeas (dry)","Adults and Elderly","Elderly","Female","5","0.17","0.09","0.04","-1","0.42","0.45","0.18","211","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A012R","Pulses (dried legume seeds)","Adults and Elderly","Elderly","Male","1","0.2","0.2","0.2","-1","0.2","0.2","0","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A015S","Mustard seeds","Adults and Elderly","Elderly","Female","1","0.01","0.01","0.01","-1","0.01","0.01","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A015S","Mustard seeds","Adults and Elderly","Elderly","Male","2","0.02","0.02","0.01","-1","0.03","0.03","0.02","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A015H","Peanuts","Adults and Elderly","Elderly","Female","1","0.08","0.08","0.08","-1","0.08","0.08","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A015H","Peanuts","Adults and Elderly","Elderly","Male","2","0.33","0.33","0.2","-1","0.45","0.45","0.19","173","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A015X","Pumpkin seeds","Adults and Elderly","Elderly","Male","1","0.03","0.03","0.03","-1","0.03","0.03","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A015K","Sesame seeds","Adults and Elderly","Elderly","Male","1","0.02","0.02","0.02","-1","0.02","0.02","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A015L","Sunflower seeds","Adults and Elderly","Elderly","Female","1","0.06","0.06","0.06","-1","0.06","0.06","0","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A015L","Sunflower seeds","Adults and Elderly","Elderly","Male","1","0.04","0.04","0.04","-1","0.04","0.04","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A014D","Almonds","Adults and Elderly","Elderly","Female","8","0.16","0.08","0.03","-1","0.48","0.53","0.19","211","0.01","0","0","-1","0","0.06","0.05","g/kg.bw/day"
"France","2014","A014D","Almonds","Adults and Elderly","Elderly","Male","3","0.09","0.13","0.04","-1","0.13","0.13","0.05","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014H","Cashew nuts","Adults and Elderly","Elderly","Female","1","0.17","0.17","0.17","-1","0.17","0.17","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014H","Cashew nuts","Adults and Elderly","Elderly","Male","1","0.12","0.12","0.12","-1","0.12","0.12","0","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014J","Chestnuts","Adults and Elderly","Elderly","Female","1","0.11","0.11","0.11","-1","0.11","0.11","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014J","Chestnuts","Adults and Elderly","Elderly","Male","1","0.5","0.5","0.5","-1","0.5","0.5","0","173","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A014L","Hazelnuts","Adults and Elderly","Elderly","Female","2","0.1","0.1","0.08","-1","0.12","0.12","0.03","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014L","Hazelnuts","Adults and Elderly","Elderly","Male","4","0.08","0.07","0.05","-1","0.12","0.12","0.03","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014M","Macadamias","Adults and Elderly","Elderly","Female","1","0.08","0.08","0.08","-1","0.08","0.08","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014T","Beech nuts","Adults and Elderly","Elderly","Male","1","0.13","0.13","0.13","-1","0.13","0.13","0","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014P","Pine nut kernels and similar-","Adults and Elderly","Elderly","Female","4","0.04","0.04","0.01","-1","0.07","0.07","0.03","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A000R","Quinoa grain","Adults and Elderly","Adults","Female","21","0.2","0.07","0.01","-1","0.82","0.93","0.29","1022","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A000R","Quinoa grain","Adults and Elderly","Adults","Male","14","0.22","0.1","0","-1","0.62","0.86","0.29","751","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A04KH","Buckwheat and other pseudo-cereals and similar-","Adults and Elderly","Adults","Female","4","0.16","0.15","0.07","-1","0.27","0.28","0.1","1022","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A04KH","Buckwheat and other pseudo-cereals and similar-","Adults and Elderly","Adults","Male","3","0.3","0.38","0.09","-1","0.45","0.46","0.21","751","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A000Y","Common millet and similar-","Adults and Elderly","Adults","Female","1","0.54","0.54","0.54","-1","0.54","0.54","0","1022","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A001C","Rice and similar-","Adults and Elderly","Adults","Female","32","0.35","0.29","0.08","-1","0.9","0.96","0.25","1022","0.01","0","0","-1","0","0.15","0.08","g/kg.bw/day"
"France","2014","A001C","Rice and similar-","Adults and Elderly","Adults","Male","29","0.33","0.33","0.1","-1","0.6","0.68","0.19","751","0.01","0","0","-1","0","0.21","0.07","g/kg.bw/day"
"France","2014","A001D","Rice grain","Adults and Elderly","Adults","Female","218","0.32","0.25","0.05","-1","0.86","1.17","0.28","1022","0.07","0","0","-1","0.4","0.63","0.19","g/kg.bw/day"
"France","2014","A001D","Rice grain","Adults and Elderly","Adults","Male","151","0.4","0.33","0.13","-1","0.96","1.04","0.29","751","0.08","0","0","-1","0.49","0.7","0.21","g/kg.bw/day"
"France","2014","A001F","Rice grain, long-grain","Adults and Elderly","Adults","Female","182","0.34","0.28","0.07","-1","0.86","0.98","0.26","1022","0.06","0","0","-1","0.44","0.58","0.17","g/kg.bw/day"
"France","2014","A001F","Rice grain, long-grain","Adults and Elderly","Adults","Male","159","0.38","0.3","0.08","-1","0.91","1","0.29","751","0.08","0","0","-1","0.55","0.71","0.21","g/kg.bw/day"
"France","2014","A001G","Rice grain, mixed","Adults and Elderly","Adults","Female","4","0.21","0.18","0.08","-1","0.4","0.41","0.16","1022","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A001G","Rice grain, mixed","Adults and Elderly","Adults","Male","3","0.55","0.19","0.07","-1","1.27","1.33","0.73","751","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A0F6M","Rice grain, glutinous","Adults and Elderly","Adults","Female","79","0.22","0.14","0.03","-1","0.68","1.01","0.24","1022","0.02","0","0","-1","0.09","0.22","0.09","g/kg.bw/day"
"France","2014","A0F6M","Rice grain, glutinous","Adults and Elderly","Adults","Male","66","0.25","0.16","0.05","-1","0.71","0.81","0.24","751","0.02","0","0","-1","0.16","0.31","0.1","g/kg.bw/day"
"France","2014","A001J","Indian rice grain","Adults and Elderly","Adults","Female","2","0.13","0.13","0.08","-1","0.18","0.18","0.08","1022","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A001N","Common wheat grain","Adults and Elderly","Adults","Female","19","0.37","0.24","0.12","-1","1.06","1.46","0.41","1022","0.01","0","0","-1","0","0","0.07","g/kg.bw/day"
"France","2014","A001N","Common wheat grain","Adults and Elderly","Adults","Male","15","0.27","0.2","0.06","-1","0.59","0.68","0.2","751","0.01","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A001R","Spelt grain","Adults and Elderly","Adults","Female","1","0.09","0.09","0.09","-1","0.09","0.09","0","1022","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A004G","Bulgur","Adults and Elderly","Adults","Female","12","0.14","0.11","0.04","-1","0.29","0.32","0.1","1022","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A004G","Bulgur","Adults and Elderly","Adults","Male","7","0.16","0.15","0.06","-1","0.25","0.25","0.07","751","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A0ETL","Semolina","Adults and Elderly","Adults","Female","17","0.25","0.05","0.01","-1","1.24","1.52","0.48","1022","0","0","0","-1","0","0","0.07","g/kg.bw/day"
"France","2014","A03NT","Fruit liqueur","Adults and Elderly","Elderly","Female","3","0.19","0.2","0.06","-1","0.3","0.31","0.14","211","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A03NT","Fruit liqueur","Adults and Elderly","Elderly","Male","1","0.46","0.46","0.46","-1","0.46","0.46","0","173","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A03NV","Herb liqueur","Adults and Elderly","Elderly","Male","2","0.22","0.22","0.07","-1","0.36","0.37","0.23","173","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A03NS","Liqueurs","Adults and Elderly","Elderly","Female","1","0.19","0.19","0.19","-1","0.19","0.19","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A03NS","Liqueurs","Adults and Elderly","Elderly","Male","1","0.25","0.25","0.25","-1","0.25","0.25","0","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A03PE","Brandy","Adults and Elderly","Elderly","Female","22","0.01","0","0","-1","0.02","0.05","0.02","211","0","0","0","-1","0","0.01","0.01","g/kg.bw/day"
"France","2014","A03PE","Brandy","Adults and Elderly","Elderly","Male","32","0.02","0","0","-1","0.08","0.12","0.04","173","0","0","0","-1","0","0.01","0.02","g/kg.bw/day"
"France","2014","A03PF","Whisky","Adults and Elderly","Elderly","Female","5","0.33","0.19","0.09","-1","0.7","0.73","0.29","211","0.01","0","0","-1","0","0","0.06","g/kg.bw/day"
"France","2014","A03PF","Whisky","Adults and Elderly","Elderly","Male","14","0.21","0.14","0.09","-1","0.51","0.53","0.15","173","0.02","0","0","-1","0.13","0.21","0.07","g/kg.bw/day"
"France","2014","A03PH","Vodka and vodka-like spirits","Adults and Elderly","Elderly","Male","1","0.67","0.67","0.67","-1","0.67","0.67","0","173","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A03PJ","Rum","Adults and Elderly","Elderly","Male","4","0.03","0.03","0.02","-1","0.03","0.03","0.01","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A0CSC","Spirits not from fruit","Adults and Elderly","Elderly","Female","1","0.22","0.22","0.22","-1","0.22","0.22","0","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A0CSC","Spirits not from fruit","Adults and Elderly","Elderly","Male","5","0.2","0.25","0.06","-1","0.35","0.36","0.13","173","0.01","0","0","-1","0","0.07","0.04","g/kg.bw/day"
"France","2014","A04QG","Unsweetened flavoured spirits","Adults and Elderly","Elderly","Female","1","0.33","0.33","0.33","-1","0.33","0.33","0","211","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A04QG","Unsweetened flavoured spirits","Adults and Elderly","Elderly","Male","8","0.2","0.16","0.08","-1","0.36","0.37","0.12","173","0.01","0","0","-1","0","0.15","0.05","g/kg.bw/day"
"France","2014","A03NG","Fortified and liqueur wines","Adults and Elderly","Elderly","Female","14","0.38","0.22","0.05","-1","1.3","1.43","0.44","211","0.02","0","0","-1","0.14","0.34","0.14","g/kg.bw/day"
"France","2014","A03NG","Fortified and liqueur wines","Adults and Elderly","Elderly","Male","16","0.63","0.37","0.12","-1","2.08","2.43","0.72","173","0.06","0","0","-1","0.35","0.75","0.28","g/kg.bw/day"
"France","2014","A03NH","Vermouth","Adults and Elderly","Elderly","Female","6","0.45","0.39","0.15","-1","0.93","1.01","0.34","211","0.01","0","0","-1","0","0.18","0.09","g/kg.bw/day"
"France","2014","A03NH","Vermouth","Adults and Elderly","Elderly","Male","2","0.26","0.26","0.21","-1","0.3","0.3","0.07","173","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A03NL","Port","Adults and Elderly","Elderly","Female","7","0.78","0.45","0.07","-1","2.41","2.78","1.07","211","0.03","0","0","-1","0","0.24","0.23","g/kg.bw/day"
"France","2014","A03NL","Port","Adults and Elderly","Elderly","Male","4","0.27","0.21","0.05","-1","0.58","0.6","0.26","173","0.01","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A03NA","Champagne-like wine","Adults and Elderly","Elderly","Female","31","1.04","1","0.31","-1","1.95","2.26","0.64","211","0.15","0","0","-1","1.25","1.5","0.44","g/kg.bw/day"
"France","2014","A01JV","Litchis","Adults and Elderly","Elderly","Male","1","0.09","0.09","0.09","-1","0.09","0.09","0","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A01DJ","Apples","Adults and Elderly","Elderly","Female","98","1.37","1.01","0.25","-1","3.55","3.98","1.09","211","0.64","0","0","-1","2.71","3.51","1.01","g/kg.bw/day"
"France","2014","A01DJ","Apples","Adults and Elderly","Elderly","Male","76","1.38","0.94","0.41","-1","3.43","3.77","1.09","173","0.61","0","0","-1","2.77","3.38","1","g/kg.bw/day"
"France","2014","A01DP","Pears","Adults and Elderly","Elderly","Female","39","1.29","0.99","0.44","-1","3.18","3.88","0.93","211","0.24","0","0","-1","1.45","2.19","0.64","g/kg.bw/day"
"France","2014","A01DP","Pears","Adults and Elderly","Elderly","Male","23","1.11","0.92","0.53","-1","2.32","2.39","0.56","173","0.15","0","0","-1","1.27","1.56","0.43","g/kg.bw/day"
"France","2014","A01GF","Apricots","Adults and Elderly","Elderly","Female","26","0.64","0.58","0.32","-1","1.23","1.55","0.37","211","0.08","0","0","-1","0.66","0.83","0.24","g/kg.bw/day"
"France","2014","A01GF","Apricots","Adults and Elderly","Elderly","Male","17","0.64","0.73","0.16","-1","1.07","1.09","0.34","173","0.06","0","0","-1","0.71","0.93","0.22","g/kg.bw/day"
"France","2014","A01GG","Cherries and similar-","Adults and Elderly","Elderly","Female","11","1.66","0.9","0.12","-1","4.41","5.22","1.8","211","0.09","0","0","-1","0.12","1.14","0.54","g/kg.bw/day"
"France","2014","A01GG","Cherries and similar-","Adults and Elderly","Elderly","Male","12","1.18","0.75","0.25","-1","3.35","4.18","1.3","173","0.08","0","0","-1","0.63","0.87","0.45","g/kg.bw/day"
"France","2014","A01GL","Peaches and similar-","Adults and Elderly","Elderly","Female","1","0.77","0.77","0.77","-1","0.77","0.77","0","211","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A01GM","Common peaches","Adults and Elderly","Elderly","Female","28","0.86","0.67","0.37","-1","1.87","2","0.53","211","0.11","0","0","-1","0.72","1.28","0.35","g/kg.bw/day"
"France","2014","A01GM","Common peaches","Adults and Elderly","Elderly","Male","24","1.06","0.85","0.49","-1","2.42","2.53","0.6","173","0.15","0","0","-1","1.13","1.47","0.43","g/kg.bw/day"
"France","2014","A01GN","Nectarines","Adults and Elderly","Elderly","Female","20","0.89","0.69","0.33","-1","1.95","2.6","0.68","211","0.08","0","0","-1","0.66","0.86","0.33","g/kg.bw/day"
"France","2014","A01GN","Nectarines","Adults and Elderly","Elderly","Male","14","1.05","0.72","0.4","-1","2.4","3.05","0.89","173","0.09","0","0","-1","0.59","1.01","0.38","g/kg.bw/day"
"France","2014","A0DVK","Other hybrids of Persica vulgaris or Prunus persica, not elsewhere mentioned","Adults and Elderly","Elderly","Female","3","0.35","0.31","0.27","-1","0.46","0.47","0.11","211","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A0DVK","Other hybrids of Persica vulgaris or Prunus persica, not elsewhere mentioned","Adults and Elderly","Elderly","Male","4","0.21","0.24","0.13","-1","0.26","0.26","0.07","173","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A01GQ","Plums","Adults and Elderly","Elderly","Female","2","1.8","1.8","1.77","-1","1.82","1.82","0.04","211","0.02","0","0","-1","0","0","0.17","g/kg.bw/day"
"France","2014","A01GQ","Plums","Adults and Elderly","Elderly","Male","3","0.76","0.5","0.39","-1","1.32","1.37","0.57","173","0.01","0","0","-1","0","0","0.12","g/kg.bw/day"
"France","2014","A01GR","Damsons","Adults and Elderly","Elderly","Female","2","0.65","0.65","0.49","-1","0.81","0.81","0.25","211","0.01","0","0","-1","0","0","0.07","g/kg.bw/day"
"France","2014","A01GR","Damsons","Adults and Elderly","Elderly","Male","1","1.76","1.76","1.76","-1","1.76","1.76","0","173","0.01","0","0","-1","0","0","0.13","g/kg.bw/day"
"France","2014","A01GS","Mirabelles","Adults and Elderly","Elderly","Female","1","0.96","0.96","0.96","-1","0.96","0.96","0","211","0","0","0","-1","0","0","0.07","g/kg.bw/day"
"France","2014","A01GS","Mirabelles","Adults and Elderly","Elderly","Male","2","0.17","0.17","0.16","-1","0.18","0.18","0.02","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A014Q","Pistachios","Adults and Elderly","Elderly","Female","2","0.06","0.06","0.02","-1","0.09","0.09","0.06","211","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014Q","Pistachios","Adults and Elderly","Elderly","Male","1","0.08","0.08","0.08","-1","0.08","0.08","0","173","0","0","0","-1","0","0","0.01","g/kg.bw/day"
"France","2014","A014C","Tree nuts","Adults and Elderly","Elderly","Female","4","0.17","0.17","0.15","-1","0.18","0.18","0.02","211","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A014C","Tree nuts","Adults and Elderly","Elderly","Male","3","0.27","0.13","0.13","-1","0.49","0.51","0.23","173","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A014R","Walnuts","Adults and Elderly","Elderly","Female","12","0.11","0.08","0.04","-1","0.22","0.23","0.07","211","0.01","0","0","-1","0.05","0.09","0.03","g/kg.bw/day"
"France","2014","A014R","Walnuts","Adults and Elderly","Elderly","Male","7","0.15","0.08","0.05","-1","0.41","0.45","0.16","173","0.01","0","0","-1","0","0.08","0.04","g/kg.bw/day"
"France","2014","A01BE","Canned or jarred chickpea","Adults and Elderly","Elderly","Female","2","0.64","0.64","0.08","-1","1.2","1.23","0.88","211","0.01","0","0","-1","0","0","0.09","g/kg.bw/day"
"France","2014","A01BE","Canned or jarred chickpea","Adults and Elderly","Elderly","Male","3","0.18","0.08","0.02","-1","0.43","0.45","0.25","173","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A01BB","Canned or jarred common beans","Adults and Elderly","Elderly","Female","5","0.44","0.41","0.33","-1","0.6","0.62","0.12","211","0.01","0","0","-1","0","0","0.07","g/kg.bw/day"
"France","2014","A01BB","Canned or jarred common beans","Adults and Elderly","Elderly","Male","7","0.57","0.48","0.24","-1","0.95","0.97","0.32","173","0.02","0","0","-1","0","0.36","0.13","g/kg.bw/day"
"France","2014","A01BD","Canned or jarred lentils","Adults and Elderly","Elderly","Male","5","0.48","0.32","0.19","-1","0.84","0.85","0.31","173","0.01","0","0","-1","0","0.22","0.09","g/kg.bw/day"
"France","2014","A01BC","Canned or jarred peas","Adults and Elderly","Elderly","Female","7","0.38","0.52","0.01","-1","0.82","0.87","0.35","211","0.01","0","0","-1","0","0.05","0.09","g/kg.bw/day"
"France","2014","A01BC","Canned or jarred peas","Adults and Elderly","Elderly","Male","6","0.43","0.42","0.11","-1","0.69","0.69","0.24","173","0.01","0","0","-1","0","0.34","0.09","g/kg.bw/day"
"France","2014","A0F0L","Candied or sugar preserved nuts","Adults and Elderly","Elderly","Female","1","0.28","0.28","0.28","-1","0.28","0.28","0","211","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A0F0N","Dried nuts/seeds and related flours and powders","Adults and Elderly","Elderly","Female","24","0.15","0.12","0.06","-1","0.37","0.43","0.1","211","0.02","0","0","-1","0.13","0.15","0.06","g/kg.bw/day"
"France","2014","A0F0N","Dried nuts/seeds and related flours and powders","Adults and Elderly","Elderly","Male","14","0.18","0.15","0.04","-1","0.41","0.43","0.13","173","0.01","0","0","-1","0.11","0.2","0.06","g/kg.bw/day"
"France","2014","A01BL","Chestnut puree (castanea vulgaris)","Adults and Elderly","Elderly","Female","1","0.34","0.34","0.34","-1","0.34","0.34","0","211","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A01BL","Chestnut puree (castanea vulgaris)","Adults and Elderly","Elderly","Male","3","0.25","0.12","0.02","-1","0.58","0.6","0.33","173","0","0","0","-1","0","0","0.05","g/kg.bw/day"
"France","2014","A01BJ","Primary derivatives from nuts and similar seeds","Adults and Elderly","Elderly","Female","2","0.43","0.43","0.38","-1","0.47","0.47","0.06","211","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A01BJ","Primary derivatives from nuts and similar seeds","Adults and Elderly","Elderly","Male","1","0.31","0.31","0.31","-1","0.31","0.31","0","173","0","0","0","-1","0","0","0.02","g/kg.bw/day"
"France","2014","A019T","Cinnamon bark and similar-","Adults and Elderly","Elderly","Female","7","0.01","0.01","0","-1","0.03","0.03","0.01","211","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A019T","Cinnamon bark and similar-","Adults and Elderly","Elderly","Male","4","0.01","0","0","-1","0.03","0.04","0.02","173","0","0","0","-1","0","0","0","g/kg.bw/day"
"France","2014","A03NA","Champagne-like wine","Adults and Elderly","Elderly","Male","16","0.7","0.55","0.26","-1","1.57","1.62","0.46","173","0.06","0","0","-1","0.54","0.77","0.24","g/kg.bw/day"
"France","2014","A03NB","Red or rose sparkling wine","Adults and Elderly","Elderly","Female","1","3.13","3.13","3.13","-1","3.13","3.13","0","211","0.01","0","0","-1","0","0","0.22","g/kg.bw/day"
"France","2014","A03NB","Red or rose sparkling wine","Adults and Elderly","Elderly","Male","1","0.46","0.46","0.46","-1","0.46","0.46","0","173","0","0","0","-1","0","0","0.03","g/kg.bw/day"
"France","2014","A03MT","Wine","Adults and Elderly","Elderly","Female","15","0.1","0.03","0","-1","0.38","0.47","0.16","211","0.01","0","0","-1","0.01","0.04","0.05","g/kg.bw/day"
"France","2014","A03MT","Wine","Adults and Elderly","Elderly","Male","14","0.09","0.02","0.01","-1","0.47","0.54","0.18","173","0.01","0","0","-1","0.02","0.04","0.06","g/kg.bw/day"
"France","2014","A03MX","Wine, red","Adults and Elderly","Elderly","Female","80","1.24","0.7","0.15","-1","3.74","5.17","1.66","211","0.47","0","0","-1","2.23","3.48","1.18","g/kg.bw/day"
"France","2014","A03MX","Wine, red","Adults and Elderly","Elderly","Male","100","2.25","1.7","0.2","-1","6.16","7.7","1.98","173","1.3","0.5","0","-1","5.05","6.98","1.87","g/kg.bw/day"
"France","2014","A03MY","Wine, rose","Adults and Elderly","Elderly","Female","30","1.04","0.6","0.16","-1","3.38","4","1.13","211","0.15","0","0","-1","0.86","1.4","0.56","g/kg.bw/day"
"France","2014","A03MY","Wine, rose","Adults and Elderly","Elderly","Male","40","2.1","1.81","0.4","-1","6.04","6.52","1.69","173","0.49","0","0","-1","3.07","3.95","1.2","g/kg.bw/day"
"France","2014","A03MV","Wine, white","Adults and Elderly","Elderly","Female","33","0.85","0.43","0.06","-1","3.12","3.72","1.11","211","0.13","0","0","-1","0.8","1.03","0.53","g/kg.bw/day"
"France","2014","A03MV","Wine, white","Adults and Elderly","Elderly","Male","31","0.78","0.67","0.06","-1","1.74","2.35","0.71","173","0.14","0","0","-1","0.93","1.28","0.42","g/kg.bw/day"
"France","2014","A03ND","Cider","Adults and Elderly","Elderly","Female","8","0.92","0.58","0.2","-1","2.38","2.67","0.9","211","0.03","0","0","-1","0","0.48","0.24","g/kg.bw/day"
"France","2014","A03ND","Cider","Adults and Elderly","Elderly","Male","7","2.93","2.36","0.55","-1","7.09","7.59","2.79","173","0.12","0","0","-1","0","1.18","0.78","g/kg.bw/day"
"France","2014","A03NC","Wine-like drinks","Adults and Elderly","Elderly","Female","2","0.32","0.32","0.14","-1","0.5","0.51","0.28","211","0","0","0","-1","0","0","0.04","g/kg.bw/day"
"France","2014","A036M","Animal and vegetable fats and oils and primary derivatives thereof","Adults and Elderly","Elderly","Female","10","0.02","0.02","0","-1","0.05","0.06","0.02","211","0","0","0","-1","0","0.01","0.01","g/kg.bw/day"
"France","2014","A036M","Animal and vegetable fats and oils and primary derivatives thereof","Adults and Elderly","Elderly","Male","9","0.04","0.03","0.01","-1","0.12","0.14","0.05","173","0","0","0","-1","0.01","0.03","0.01","g/kg.bw/day"
"France","2014","A037T","Animal fats and oils (processed fat from animal tissue)","Adults and Elderly","Elderly","Male","1","0.04","0.04","0.04","-1","0.04","0.04","0","173","0","0","0","-1","0","0","0","g/kg.bw/day"
